issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
BROKEN-ACTION-1376,P1,broken_action,Action needs review: PROVIDERS 15 Approved and review-stage provider records.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__223,/operations?workspace=bna&view=service_providers&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__223.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1377,P1,broken_action,Action needs review: PARENT INDEX 3 Parent-facing approved-service directory.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__223,/operations?workspace=bna&view=service_providers&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__223.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1378,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__224,/operations?workspace=bna&view=service_providers&section=directory,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__224.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1379,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__224,/operations?workspace=bna&view=service_providers&section=directory,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__224.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1380,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__225,/operations?workspace=bna&view=service_providers&section=workspaces,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__225.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1381,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__225,/operations?workspace=bna&view=service_providers&section=workspaces,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__225.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1382,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMERCIAL__LOAD__DESKTOP__226,/operations?workspace=bna&view=service_providers&section=commercial,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMERCIAL__LOAD__DESKTOP__226.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1383,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMERCIAL__LOAD__DESKTOP__226,/operations?workspace=bna&view=service_providers&section=commercial,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMERCIAL__LOAD__DESKTOP__226.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1384,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__PLANS__LOAD__DESKTOP__227,/operations?workspace=bna&view=service_providers&section=plans,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__PLANS__LOAD__DESKTOP__227.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1385,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__PLANS__LOAD__DESKTOP__227,/operations?workspace=bna&view=service_providers&section=plans,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__PLANS__LOAD__DESKTOP__227.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1386,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__ONBOARDING__LOAD__DESKTOP__228,/operations?workspace=bna&view=service_providers&section=onboarding,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__ONBOARDING__LOAD__DESKTOP__228.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1387,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__ONBOARDING__LOAD__DESKTOP__228,/operations?workspace=bna&view=service_providers&section=onboarding,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__ONBOARDING__LOAD__DESKTOP__228.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1388,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__DESKTOP__229,/operations?workspace=bna&view=service_providers&section=access_checklist,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__DESKTOP__229.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1389,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__DESKTOP__229,/operations?workspace=bna&view=service_providers&section=access_checklist,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__DESKTOP__229.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1390,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__DESKTOP__230,/operations?workspace=bna&view=service_providers&section=integration_audit,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__DESKTOP__230.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1391,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__DESKTOP__230,/operations?workspace=bna&view=service_providers&section=integration_audit,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__DESKTOP__230.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1392,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNITIES__LOAD__DESKTOP__231,/operations?workspace=bna&view=service_providers&section=communities,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNITIES__LOAD__DESKTOP__231.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1393,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNITIES__LOAD__DESKTOP__231,/operations?workspace=bna&view=service_providers&section=communities,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNITIES__LOAD__DESKTOP__231.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1394,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232,/operations?workspace=bna&view=service_providers&section=content,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1395,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232,/operations?workspace=bna&view=service_providers&section=content,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1396,P1,broken_action,"Action needs review: DRAFT NEEDS APPROVAL AUDIO ONE TIME Mishnayos Classes Website Strategy Discussion Uploaded 10 Jun, 16:24 3 brief topics website strategy Content organization micro school model Select Approve or revise 04 Parsed Open Drive file Open",Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232,/operations?workspace=bna&view=service_providers&section=content,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__CONTENT__LOAD__DESKTOP__232.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1397,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__MARKETING__LOAD__DESKTOP__233,/operations?workspace=bna&view=service_providers&section=marketing,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__MARKETING__LOAD__DESKTOP__233.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1398,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__MARKETING__LOAD__DESKTOP__233,/operations?workspace=bna&view=service_providers&section=marketing,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__MARKETING__LOAD__DESKTOP__233.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1399,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__LEADS__LOAD__DESKTOP__234,/operations?workspace=bna&view=service_providers&section=leads,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__LEADS__LOAD__DESKTOP__234.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1400,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__LEADS__LOAD__DESKTOP__234,/operations?workspace=bna&view=service_providers&section=leads,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__LEADS__LOAD__DESKTOP__234.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1401,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__DESKTOP__235,/operations?workspace=bna&view=service_providers&section=communications,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__DESKTOP__235.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1402,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__DESKTOP__235,/operations?workspace=bna&view=service_providers&section=communications,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__DESKTOP__235.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1403,P1,broken_action,Action needs review: Funnel / Marketing Setup 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236,/operations?workspace=bna&view=service_providers&section=settings,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1404,P1,broken_action,Action needs review: Add Provider,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236,/operations?workspace=bna&view=service_providers&section=settings,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1405,P1,broken_action,Action needs review: Mark Not Configured,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236,/operations?workspace=bna&view=service_providers&section=settings,BNA Admin BNA Admin,BNA School Workspace BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SERVICE_PROVIDERS__SETTINGS__LOAD__DESKTOP__236.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1406,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__OVERVIEW__LOAD__DESKTOP__247,/operations?workspace=bna&view=internal_dialogue&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__OVERVIEW__LOAD__DESKTOP__247.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1407,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__DESKTOP__248,/operations?workspace=bna&view=internal_dialogue&section=shloimie_rabbi,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__DESKTOP__248.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1408,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__MEETING_NOTES__LOAD__DESKTOP__249,/operations?workspace=bna&view=internal_dialogue&section=meeting_notes,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__MEETING_NOTES__LOAD__DESKTOP__249.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1409,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__UPLOADS__LOAD__DESKTOP__250,/operations?workspace=bna&view=internal_dialogue&section=uploads,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__UPLOADS__LOAD__DESKTOP__250.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1410,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__DECISIONS__LOAD__DESKTOP__251,/operations?workspace=bna&view=internal_dialogue&section=decisions,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__DECISIONS__LOAD__DESKTOP__251.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1411,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__INTERNAL_DIALOGUE__SUPPORT__LOAD__DESKTOP__252,/operations?workspace=bna&view=internal_dialogue&section=support,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__INTERNAL_DIALOGUE__SUPPORT__LOAD__DESKTOP__252.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1412,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__OVERVIEW__LOAD__DESKTOP__254,/operations?workspace=bna&view=accounting&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__OVERVIEW__LOAD__DESKTOP__254.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1413,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__OVERVIEW__LOAD__DESKTOP__254,/operations?workspace=bna&view=accounting&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__OVERVIEW__LOAD__DESKTOP__254.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1414,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__PAYMENTS__LOAD__DESKTOP__255,/operations?workspace=bna&view=accounting&section=payments,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__PAYMENTS__LOAD__DESKTOP__255.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1415,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__PAYMENTS__LOAD__DESKTOP__255,/operations?workspace=bna&view=accounting&section=payments,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__PAYMENTS__LOAD__DESKTOP__255.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1416,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__OPEN__LOAD__DESKTOP__256,/operations?workspace=bna&view=accounting&section=open,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__OPEN__LOAD__DESKTOP__256.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1417,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__OPEN__LOAD__DESKTOP__256,/operations?workspace=bna&view=accounting&section=open,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__OPEN__LOAD__DESKTOP__256.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1418,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__PAID__LOAD__DESKTOP__257,/operations?workspace=bna&view=accounting&section=paid,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__PAID__LOAD__DESKTOP__257.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
