screen_id,screenshot_file,timestamp,viewport,role,workspace,section,page_title,route,url,previous_screen_id,clicked_label,expected_result,actual_result,result_type,back_path_available,primary_action_label,workspace_visible,role_visible,issues,notes
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__TABLET__1428,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__TABLET__1428.png,2026-06-11T06:44:00.589Z,tablet,Super Admin,Platform,Service Providers,Access Checklist,/operations?workspace=platform&view=service_providers&section=access_checklist,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=access_checklist,,,Service Providers / Access Checklist loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__TABLET__1429,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__TABLET__1429.png,2026-06-11T06:44:03.050Z,tablet,Super Admin,Platform,Service Providers,Integration Audit,/operations?workspace=platform&view=service_providers&section=integration_audit,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=integration_audit,,,Service Providers / Integration Audit loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNITIES__LOAD__TABLET__1430,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNITIES__LOAD__TABLET__1430.png,2026-06-11T06:44:05.532Z,tablet,Super Admin,Platform,Service Providers,Communities,/operations?workspace=platform&view=service_providers&section=communities,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communities,,,Service Providers / Communities loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__CONTENT__LOAD__TABLET__1431,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__CONTENT__LOAD__TABLET__1431.png,2026-06-11T06:44:08.000Z,tablet,Super Admin,Platform,Service Providers,Content,/operations?workspace=platform&view=service_providers&section=content,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=content,,,Service Providers / Content loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__MARKETING__LOAD__TABLET__1432,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__MARKETING__LOAD__TABLET__1432.png,2026-06-11T06:44:10.507Z,tablet,Super Admin,Platform,Service Providers,Marketing,/operations?workspace=platform&view=service_providers&section=marketing,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=marketing,,,Service Providers / Marketing loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__LEADS__LOAD__TABLET__1433,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__LEADS__LOAD__TABLET__1433.png,2026-06-11T06:44:13.033Z,tablet,Super Admin,Platform,Service Providers,Leads,/operations?workspace=platform&view=service_providers&section=leads,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=leads,,,Service Providers / Leads loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__TABLET__1434,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__TABLET__1434.png,2026-06-11T06:44:15.501Z,tablet,Super Admin,Platform,Service Providers,Communications,/operations?workspace=platform&view=service_providers&section=communications,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communications,,,Service Providers / Communications loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__SETTINGS__LOAD__TABLET__1435,screenshots/tablet/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__SETTINGS__LOAD__TABLET__1435.png,2026-06-11T06:44:18.016Z,tablet,Super Admin,Platform,Service Providers,Settings,/operations?workspace=platform&view=service_providers&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=settings,,,Service Providers / Settings loads in the correct workspace.,Too much not-configured/placeholder language.,page,true,Open navigation,true,true,PLACEHOLDER-OVERUSE,Too much not-configured/placeholder language.
SUPERADMIN__PLATFORM__COMMUNICATIONS__OVERVIEW__LOAD__TABLET__1436,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__OVERVIEW__LOAD__TABLET__1436.png,2026-06-11T06:44:20.631Z,tablet,Super Admin,Platform,Communications,Overview,/operations?workspace=platform&view=communications&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=overview,,,Communications / Overview loads in the correct workspace.,Too many card-like panels.,page,true,Open navigation,true,true,CARD-DENSITY,Too many card-like panels.
SUPERADMIN__PLATFORM__COMMUNICATIONS__PARENTS__LOAD__TABLET__1437,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__PARENTS__LOAD__TABLET__1437.png,2026-06-11T06:44:23.141Z,tablet,Super Admin,Platform,Communications,Parents,/operations?workspace=platform&view=communications&section=parents,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=parents,,,Communications / Parents loads in the correct workspace.,Too many card-like panels.,page,true,Open navigation,true,true,CARD-DENSITY,Too many card-like panels.
SUPERADMIN__PLATFORM__COMMUNICATIONS__STUDENTS__LOAD__TABLET__1438,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__STUDENTS__LOAD__TABLET__1438.png,2026-06-11T06:44:25.615Z,tablet,Super Admin,Platform,Communications,Students,/operations?workspace=platform&view=communications&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=students,,,Communications / Students loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__PROVIDERS__LOAD__TABLET__1439,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__PROVIDERS__LOAD__TABLET__1439.png,2026-06-11T06:44:28.047Z,tablet,Super Admin,Platform,Communications,Providers,/operations?workspace=platform&view=communications&section=providers,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=providers,,,Communications / Providers loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__INTERNAL__LOAD__TABLET__1440,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__INTERNAL__LOAD__TABLET__1440.png,2026-06-11T06:44:30.501Z,tablet,Super Admin,Platform,Communications,Internal,/operations?workspace=platform&view=communications&section=internal,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=internal,,,Communications / Internal loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__WHATSAPP__LOAD__TABLET__1441,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__WHATSAPP__LOAD__TABLET__1441.png,2026-06-11T06:44:33.036Z,tablet,Super Admin,Platform,Communications,Whatsapp,/operations?workspace=platform&view=communications&section=whatsapp,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=whatsapp,,,Communications / Whatsapp loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__EMAIL__LOAD__TABLET__1442,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__EMAIL__LOAD__TABLET__1442.png,2026-06-11T06:44:35.082Z,tablet,Super Admin,Platform,Communications,Email,/operations?workspace=platform&view=communications&section=email,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=email,,,Communications / Email loads in the correct workspace.,Too many card-like panels.,page,true,Open navigation,true,true,CARD-DENSITY,Too many card-like panels.
SUPERADMIN__PLATFORM__COMMUNICATIONS__BOTS__LOAD__TABLET__1443,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__BOTS__LOAD__TABLET__1443.png,2026-06-11T06:44:37.149Z,tablet,Super Admin,Platform,Communications,Bots,/operations?workspace=platform&view=communications&section=bots,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=bots,,,Communications / Bots loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__TEMPLATES__LOAD__TABLET__1444,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__TEMPLATES__LOAD__TABLET__1444.png,2026-06-11T06:44:39.664Z,tablet,Super Admin,Platform,Communications,Templates,/operations?workspace=platform&view=communications&section=templates,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=templates,,,Communications / Templates loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__COMMUNICATIONS__SETTINGS__LOAD__TABLET__1445,screenshots/tablet/SUPERADMIN__PLATFORM__COMMUNICATIONS__SETTINGS__LOAD__TABLET__1445.png,2026-06-11T06:44:42.116Z,tablet,Super Admin,Platform,Communications,Settings,/operations?workspace=platform&view=communications&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=settings,,,Communications / Settings loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__OVERVIEW__LOAD__TABLET__1446,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__OVERVIEW__LOAD__TABLET__1446.png,2026-06-11T06:44:44.583Z,tablet,Super Admin,Platform,Internal Dialogue,Overview,/operations?workspace=platform&view=internal_dialogue&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=overview,,,Internal Dialogue / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__TABLET__1447,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__TABLET__1447.png,2026-06-11T06:44:46.431Z,tablet,Super Admin,Platform,Internal Dialogue,Shloimie Rabbi,/operations?workspace=platform&view=internal_dialogue&section=shloimie_rabbi,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=shloimie_rabbi,,,Internal Dialogue / Shloimie Rabbi loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__MEETING_NOTES__LOAD__TABLET__1448,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__MEETING_NOTES__LOAD__TABLET__1448.png,2026-06-11T06:44:48.863Z,tablet,Super Admin,Platform,Internal Dialogue,Meeting Notes,/operations?workspace=platform&view=internal_dialogue&section=meeting_notes,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=meeting_notes,,,Internal Dialogue / Meeting Notes loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__UPLOADS__LOAD__TABLET__1449,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__UPLOADS__LOAD__TABLET__1449.png,2026-06-11T06:44:51.332Z,tablet,Super Admin,Platform,Internal Dialogue,Uploads,/operations?workspace=platform&view=internal_dialogue&section=uploads,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=uploads,,,Internal Dialogue / Uploads loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__DECISIONS__LOAD__TABLET__1450,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__DECISIONS__LOAD__TABLET__1450.png,2026-06-11T06:44:53.097Z,tablet,Super Admin,Platform,Internal Dialogue,Decisions,/operations?workspace=platform&view=internal_dialogue&section=decisions,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=decisions,,,Internal Dialogue / Decisions loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SUPPORT__LOAD__TABLET__1451,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SUPPORT__LOAD__TABLET__1451.png,2026-06-11T06:44:55.533Z,tablet,Super Admin,Platform,Internal Dialogue,Support,/operations?workspace=platform&view=internal_dialogue&section=support,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=support,,,Internal Dialogue / Support loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__ACTIVITY__LOAD__TABLET__1452,screenshots/tablet/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__ACTIVITY__LOAD__TABLET__1452.png,2026-06-11T06:44:58.014Z,tablet,Super Admin,Platform,Internal Dialogue,Activity,/operations?workspace=platform&view=internal_dialogue&section=activity,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=activity,,,Internal Dialogue / Activity loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__OVERVIEW__LOAD__TABLET__1453,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__OVERVIEW__LOAD__TABLET__1453.png,2026-06-11T06:45:00.496Z,tablet,Super Admin,Platform,Accounting,Overview,/operations?workspace=platform&view=accounting&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=overview,,,Accounting / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__PAYMENTS__LOAD__TABLET__1454,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__PAYMENTS__LOAD__TABLET__1454.png,2026-06-11T06:45:02.999Z,tablet,Super Admin,Platform,Accounting,Payments,/operations?workspace=platform&view=accounting&section=payments,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=payments,,,Accounting / Payments loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__OPEN__LOAD__TABLET__1455,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__OPEN__LOAD__TABLET__1455.png,2026-06-11T06:45:05.530Z,tablet,Super Admin,Platform,Accounting,Open,/operations?workspace=platform&view=accounting&section=open,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=open,,,Accounting / Open loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__PAID__LOAD__TABLET__1456,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__PAID__LOAD__TABLET__1456.png,2026-06-11T06:45:07.446Z,tablet,Super Admin,Platform,Accounting,Paid,/operations?workspace=platform&view=accounting&section=paid,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=paid,,,Accounting / Paid loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__NEEDS_SIGNUP__LOAD__TABLET__1457,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__NEEDS_SIGNUP__LOAD__TABLET__1457.png,2026-06-11T06:45:09.930Z,tablet,Super Admin,Platform,Accounting,Needs Signup,/operations?workspace=platform&view=accounting&section=needs_signup,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=needs_signup,,,Accounting / Needs Signup loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ACCOUNTING__EXCEPTIONS__LOAD__TABLET__1458,screenshots/tablet/SUPERADMIN__PLATFORM__ACCOUNTING__EXCEPTIONS__LOAD__TABLET__1458.png,2026-06-11T06:45:12.430Z,tablet,Super Admin,Platform,Accounting,Exceptions,/operations?workspace=platform&view=accounting&section=exceptions,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=exceptions,,,Accounting / Exceptions loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__OVERVIEW__LOAD__TABLET__1459,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__OVERVIEW__LOAD__TABLET__1459.png,2026-06-11T06:45:14.898Z,tablet,Super Admin,Platform,Api Usage,Overview,/operations?workspace=platform&view=api_usage&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=overview,,,Api Usage / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__WORKSPACE__LOAD__TABLET__1460,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__WORKSPACE__LOAD__TABLET__1460.png,2026-06-11T06:45:17.350Z,tablet,Super Admin,Platform,Api Usage,Workspace,/operations?workspace=platform&view=api_usage&section=workspace,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=workspace,,,Api Usage / Workspace loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__PARENT__LOAD__TABLET__1461,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__PARENT__LOAD__TABLET__1461.png,2026-06-11T06:45:19.885Z,tablet,Super Admin,Platform,Api Usage,Parent,/operations?workspace=platform&view=api_usage&section=parent,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=parent,,,Api Usage / Parent loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__STUDENT__LOAD__TABLET__1462,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__STUDENT__LOAD__TABLET__1462.png,2026-06-11T06:45:22.347Z,tablet,Super Admin,Platform,Api Usage,Student,/operations?workspace=platform&view=api_usage&section=student,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=student,,,Api Usage / Student loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__PROVIDER__LOAD__TABLET__1463,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__PROVIDER__LOAD__TABLET__1463.png,2026-06-11T06:45:24.815Z,tablet,Super Admin,Platform,Api Usage,Provider,/operations?workspace=platform&view=api_usage&section=provider,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=provider,,,Api Usage / Provider loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__BOT__LOAD__TABLET__1464,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__BOT__LOAD__TABLET__1464.png,2026-06-11T06:45:27.282Z,tablet,Super Admin,Platform,Api Usage,Bot,/operations?workspace=platform&view=api_usage&section=bot,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=bot,,,Api Usage / Bot loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__ERRORS__LOAD__TABLET__1465,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__ERRORS__LOAD__TABLET__1465.png,2026-06-11T06:45:30.347Z,tablet,Super Admin,Platform,Api Usage,Errors,/operations?workspace=platform&view=api_usage&section=errors,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=errors,,,Api Usage / Errors loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__BUDGETS__LOAD__TABLET__1466,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__BUDGETS__LOAD__TABLET__1466.png,2026-06-11T06:45:32.815Z,tablet,Super Admin,Platform,Api Usage,Budgets,/operations?workspace=platform&view=api_usage&section=budgets,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=budgets,,,Api Usage / Budgets loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__API_USAGE__SETTINGS__LOAD__TABLET__1467,screenshots/tablet/SUPERADMIN__PLATFORM__API_USAGE__SETTINGS__LOAD__TABLET__1467.png,2026-06-11T06:45:35.334Z,tablet,Super Admin,Platform,Api Usage,Settings,/operations?workspace=platform&view=api_usage&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=settings,,,Api Usage / Settings loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__OVERVIEW__LOAD__TABLET__1468,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__OVERVIEW__LOAD__TABLET__1468.png,2026-06-11T06:45:37.855Z,tablet,Super Admin,Platform,Admin,Overview,/operations?workspace=platform&view=admin&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=overview,,,Admin / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__USERS__LOAD__TABLET__1469,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__USERS__LOAD__TABLET__1469.png,2026-06-11T06:45:40.314Z,tablet,Super Admin,Platform,Admin,Users,/operations?workspace=platform&view=admin&section=users,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=users,,,Admin / Users loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__ROLES__LOAD__TABLET__1470,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__ROLES__LOAD__TABLET__1470.png,2026-06-11T06:45:42.779Z,tablet,Super Admin,Platform,Admin,Roles,/operations?workspace=platform&view=admin&section=roles,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=roles,,,Admin / Roles loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__WORKSPACES__LOAD__TABLET__1471,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__WORKSPACES__LOAD__TABLET__1471.png,2026-06-11T06:45:45.298Z,tablet,Super Admin,Platform,Admin,Workspaces,/operations?workspace=platform&view=admin&section=workspaces,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=workspaces,,,Admin / Workspaces loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__INVITATIONS__LOAD__TABLET__1472,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__INVITATIONS__LOAD__TABLET__1472.png,2026-06-11T06:45:47.814Z,tablet,Super Admin,Platform,Admin,Invitations,/operations?workspace=platform&view=admin&section=invitations,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=invitations,,,Admin / Invitations loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__TICKETS__LOAD__TABLET__1473,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__TICKETS__LOAD__TABLET__1473.png,2026-06-11T06:45:50.424Z,tablet,Super Admin,Platform,Admin,Tickets,/operations?workspace=platform&view=admin&section=tickets,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=tickets,,,Admin / Tickets loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__MESSAGES__LOAD__TABLET__1474,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__MESSAGES__LOAD__TABLET__1474.png,2026-06-11T06:45:52.961Z,tablet,Super Admin,Platform,Admin,Messages,/operations?workspace=platform&view=admin&section=messages,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=messages,,,Admin / Messages loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__ADMIN__SETTINGS__LOAD__TABLET__1475,screenshots/tablet/SUPERADMIN__PLATFORM__ADMIN__SETTINGS__LOAD__TABLET__1475.png,2026-06-11T06:45:55.529Z,tablet,Super Admin,Platform,Admin,Settings,/operations?workspace=platform&view=admin&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=settings,,,Admin / Settings loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SETTINGS__PROFILE__LOAD__TABLET__1476,screenshots/tablet/SUPERADMIN__PLATFORM__SETTINGS__PROFILE__LOAD__TABLET__1476.png,2026-06-11T06:45:58.044Z,tablet,Super Admin,Platform,Settings,Profile,/operations?workspace=platform&view=settings&section=profile,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=profile,,,Settings / Profile loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__SETTINGS__WORKSPACE__LOAD__TABLET__1477,screenshots/tablet/SUPERADMIN__PLATFORM__SETTINGS__WORKSPACE__LOAD__TABLET__1477.png,2026-06-11T06:46:00.508Z,tablet,Super Admin,Platform,Settings,Workspace,/operations?workspace=platform&view=settings&section=workspace,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=workspace,,,Settings / Workspace loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
